项目名称,负责人,依托单位,成果标题,成果类型,成果作者
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,1.一种用于路基监测的沉降板,类型：专利,作者：聂如松;冷伍明;程龙虎;董俊利;魏广帅;杨奇;徐方;梅慧浩;赵春彦;杜市委
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,2.Additional stress in soil embankments subjected to a new prestressed reinforcement device,类型：期刊论文,作者：Zhang Qishu;Leng Wuming;Xu Fang;Yang Qi;Ai Xi
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,3.新型预应力路基水平附加应力计算的图表法,类型：期刊论文,作者：艾希;冷伍明;徐方;张期树;翟斌
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,4.砂井径向排水的不均匀固结效应及简易量化方法,类型：期刊论文,作者：周洋;王鹏;徐方
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,5.Deformation of compressible layers below pile foundations of a high-speed railway,类型：期刊论文,作者：Yang Qi;Xu Fang;Leng Wuming;Nie Rusong;Zhao Chunyan;Guo Fengqi
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,6.Probabilistic method for evaluating the permanent strain of unbound granular materials under cyclic traffic loading,类型：期刊论文,作者：Xu Fang;Zhai Bin;Leng Wuming;Yang Qi;Leng Huikang;Nie Rusong
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,7.Numerical study: Influences of local radial consolidation for soft clay,类型：期刊论文,作者：Zhou Yang;Khoteja Dibangar;Xu Fang
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,8.深厚软土区超长桩基压缩变形测试及分析,类型：期刊论文,作者：冷伍明;陈琛;徐方;杨奇;聂如松
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,9.Apparent clogging effect in vacuum-induced consolidation of dredged soil with prefabricated vertical drains,类型：期刊论文,作者：Wang Peng;Han Yanbing;Zhou Yang;Wang Jun;Cai Yuanqiang;Xu Fang;Pu Hefu
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,10.A simple method for calculating settlement-time curves of PVD-improved deposits,类型：期刊论文,作者：Xu Fang;Chai Jinchun;Nie Rusong;Leng Wuming;Yang Qi;Zhou Yang
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,11.一种路基沉降监测装置,类型：专利,作者：聂如松;董俊利;魏广帅;冷伍明;程龙虎;杨奇;徐方;梅慧浩;赵春彦;杜市委
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,12.新型预应力路基坡面法向附加应力扩散规律分析,类型：期刊论文,作者：冷伍明;张期树;徐方;聂如松;杨奇;艾希
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,13.一种真空-堆载联合预压下塑料排水板地基的模型试验装置,类型：专利,作者：徐方;韩諝;冷伍明;聂如松;杨奇
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,14.Dynamic stress of subgrade bed layers subjected to train vehicles with large axle loads,类型：期刊论文,作者：Xu Fang;Yang Qi;Liu Wenjie;Leng Wuming;Nie Rusong;Mei Huihao
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,15.Critical dynamic stress and shakedown limit criterion of coarse-grained subgrade soil,类型：期刊论文,作者：Zhai Bin;Leng Wuming;Xu Fang;Zhang Sheng;Ye Xinyu;Leng Huikang
真空—堆载联合预压下塑料排水板地基的侧向变形机理与预测方法研究,徐方,中南大学,16.预应力路堤附加围压场与围压增强效应,类型：期刊论文,作者：冷伍明;张期树;徐方;冷慧康;聂如松;杨秀航
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,1.湖北省晚稻灌溉定额计算参数与修订方法研究,类型：期刊论文,作者：刘路广;潘少斌;吴瑕;陈绪勋;王丽红
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,2.湖北省中稻灌溉定额修订研究,类型：期刊论文,作者：潘少斌;刘路广;吴慧蓉;崔远来;陈绪勋;张建涛;杨小伟
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,3.虾稻共作灌溉定额计算方法,类型：专利,作者：刘路广;吴瑕;关洪林;潘少斌;杨小伟;董苇;张建涛;陈绪勋
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,4.湖北省早稻灌溉定额修订方法研究,类型：期刊论文,作者：潘少斌;刘路广;吴瑕;张建涛;陈绪勋;董苇;杨小伟
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,5.不同水肥综合调控模式下水稻生长特征_水肥利用率及氮磷流失规律,类型：期刊论文,作者：刘路广;陈扬;吴瑕;余乾安;潘少斌;杨小伟;王敬;王丽红
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,6.湖北省农田水利工程运行维护监管现状及问题对策研究,类型：期刊论文,作者：潘少斌;吴瑕;李苏梨;李丽;刘正军;熊伟;杨小伟;刘路广
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,7.基于ORYZA_V3模型的水稻水肥综合调控模式研究,类型：期刊论文,作者：余乾安;李亚龙;刘路广;崔远来;陈扬;韩焕豪
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,8.基于田间管理措施的水稻节水潜力研究,类型：奖励,作者：刘路广;吴瑕;关洪林;崔远来;潘少斌;董苇;杨小伟;张建涛;陈绪勋;刘军武
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,9.水稻作物系数计算方法以及水稻灌溉系统,类型：专利,作者：刘路广;吴瑕;关洪林;崔远来;潘少斌;杨小伟;王剑;焦平金;董苇;张建涛;陈绪勋
稻田水氮耦合尺度效应及其机理,刘路广,湖北省水利水电科学研究院,10.举水干流水功能区纳污能力计算研究,类型：期刊论文,作者：喻婷;陈晓群;苗滕
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,1.一种用于缆机吊罐入仓过程中的吊罐防摆装置和方法,类型：专利,作者：宋玲;鄢璞;胡超;邓世恒
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,2.一种混凝土坝缆机入仓轨迹规划与控制方法,类型：专利,作者：胡超;陈廷才;周宜红
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,3.一种基于多维信息模型的土料场开采规划方法,类型：专利,作者：胡超;王忠耀;周宜红;喻葭临;杨泽艳;陈媛媛
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,4.一种组合定位缆机运行监测系统,类型：专利,作者：贺俊;周宜红;赵春菊;胡超
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,5.一种复杂形态土料场开挖量计算方法,类型：专利,作者：胡超;陈媛媛;陈廷才;徐盛
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,6.一种土石坝填筑料移动补水装置及方法,类型：专利,作者：胡超;陈媛媛;杨泽艳;喻葭临;王忠耀
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,7.Time-space collision analysis and adjustment method for high arch dam surface construction,类型：会议论文,作者：Chao Hu;Chunju Zhao;Yihong Zhou;Ling Song
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,8.混凝土拱坝缆机运行轨迹线规划方法,类型：专利,作者：胡超;陈廷才;周宜红
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,9.一种安全高效的缆机吊罐稳罐装置,类型：专利,作者：鄢璞;宋玲;胡超;潘志国
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,10.高拱坝仓面施工时空冲突分析与调整方法研究,类型：期刊论文,作者：胡超;赵春菊;周宜红;宋玲
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,11.基于GPS-UWB组合定位技术的缆机施工防碰研究,类型：期刊论文,作者：贺俊;赵春菊;周宜红;胡超
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,12.一种大体积混凝土浇筑预防冷缝的施工控制方法,类型：专利,作者：胡超;陈媛媛
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,13.一种混凝土高压冲毛机械及施工方法,类型：专利,作者：周宜红;贺俊;胡超;赵春菊
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,14.基于高拱坝坝体生长特征的缆机调度仿真研究,类型：期刊论文,作者：杨忠加;周宜红;胡超;贺俊
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,15.一种组合定位缆机运行监测系统和缆机防碰调控方法,类型：专利,作者：贺俊;周宜红;赵春菊;胡超
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,16.一种大风影响下缆机吊罐摆动的风洞试验研究装置,类型：专利,作者：贺俊;胡超;赵春菊;周宜红
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,17.建筑保温被收铺机,类型：专利,作者：胡超;贺俊;周宜红;王忠耀
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,18.Research on Fast Calculation Method of Complex Soil Yard Excavation Volume Based on 3D Laser Scanning,类型：会议论文,作者：Chao Hu;Yuanyuan Chen;Tingcai Chen;Sheng Xu
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,19.Research on Digital Control and Feedback System for High Slope Excavation of Hydropower Station,类型：会议论文,作者：Chao Hu;Yuanyuan Chen;Sheng Xu;Tingcai Chen
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,20.边坡开挖数字化施工与质量控制方法,类型：专利,作者：胡超;周宜红;潘志国
高拱坝施工缆机安全运行路径实时规划与智能调控,胡超,三峡大学,21.一种大风影响下缆机吊罐摆动的风洞试验研究装置及方法,类型：专利,作者：贺俊;胡超;赵春菊;周宜红
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,1.Coordinated development of agricultural water resources and the socio-economy in Shanxi province considering uncertainty,类型：期刊论文,作者：Yang Gaiqiang;Ding Lirui;Huo Lijuan;Hu Yuxian
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,"2.Monte Carlo-Based Agricultural Water Management under Uncertainty: A Case Study of Shijin Irrigation District, China",类型：期刊论文,作者：Gaiqiang Yang;Mo Li;Ping Guo
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,3.~(79)Se与黄铁矿反应路径模拟研究,类型：期刊论文,作者：刘宏芳;张静慧;钱天伟;丁庆伟;连夏雨;马骏;霍丽娟
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,4.2-线和6-线水铁矿对水中砷的吸附解吸行为研究,类型：期刊论文,作者：霍丽娟;赵慧超;王美玲;杨改强;刘宏芳
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,5.Decision Support System Based on Queuing Theory to Optimize Canal Management,类型：期刊论文,作者：Yang Gaiqiang;Li Mo;Huo Lijuan
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,6.改性纳米零价铁去除水中Se(Ⅵ)的机理,类型：期刊论文,作者：刘宏芳;刘润龙;王瑞;马骏;霍丽娟
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,7.A solving approach for fuzzy multi-objective linear fractional programming and application to an agricultural planting structure optimization problem,类型：期刊论文,作者：Yang Gaiqiang;Li Xia;Huo Lijuan;Liu Qi
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,8.不同组成有机质对土壤中砷迁移行为的影响,类型：期刊论文,作者：霍丽娟;王美玲;赵慧超;杨改强;吉莉;丁庆伟;王婷
纳米水铁矿在土壤中的稳定性及其与砷的协同迁移机制,霍丽娟,太原科技大学,9.基于CiteSpace的农业领域水-能-粮纽带研究进展,类型：期刊论文,作者：杨改强;夏爽;霍丽娟;张冬香;丁丽瑞;赵俊楠
