标题,g_li1,g_cont_left,g_cont_left4,g_cont_left5
"
							1119.多士炉（THT‑8013）",外观设计 ,申请(专利权)人： 佛山市顺德区腾辉电器有限公司 ,分类号： 07-02(10) ,简要说明：1．本外观设计产品的名称：多士炉（THT‑8013）。2．本外观设计产品的用途：本外观设计产品用于烘烤面包、糕点。3．本外观设计产品的设计要点：产品整体形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							1120.电水壶（KE3046）",外观设计 ,申请(专利权)人： 广东新宝电器股份有限公司 ,分类号： 07-02(11) ,简要说明：1.本外观设计产品的名称：电水壶（KE3046）。2.本外观设计产品的用途：该产品是日常生活煮沸开水。3.本外观设计的设计要点：在于该产品的整体外观形状。4.最能表明设计要点的图片或者照片是：立体图。
"
							1121.多功能工具",外观设计 ,申请(专利权)人： 南通天茂机械制造有限公司 ,分类号： 08-05(10) ,简要说明：1．本外观设计产品的名称：多功能工具；2．本外观设计产品的用途：本外观设计产品用于安装与拆卸工具；3．本外观设计产品的设计要点：设计1主视图；4．最能表明本外观设计设计要点的图片或照片：设计1立体图；5．指定基本设计：设计1。
"
							1122.扳手(POB‑YFT04)",外观设计 ,申请(专利权)人： 陈范斌 ,分类号： 08-05(10) ,简要说明：1．本外观设计产品的名称：扳手(POB‑YFT04)。2．本外观设计产品的用途：本外观设计产品用于紧固或拆卸的扳手。3．本外观设计产品的设计要点：在于扳手(POB‑YFT04)的整体造型。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1123.防风扣",外观设计 ,申请(专利权)人： 范海军 ,分类号： 08-08(11) ,简要说明：1、名称：防风扣。2、用途：用于安装在晾晒杆，防风绳上，固定衣架，以便挂东西牢固不易脱落，防风，防滑。3、设计要点：在于产品的形状。4、后视图与主视图对称、俯视图与仰视图对称；故省略。5、最能表明设计要点的图片是主视图。
"
							1124.支座（防浪条）",外观设计 ,申请(专利权)人： 广州华尔法密封机械有限公司 ,分类号： 08-08(10) ,简要说明：1．本外观设计产品的名称：支座（防浪条）。2．本外观设计产品的用途：本外观设计产品用于固定舰船冷库搁架上防浪条的支座;3．本外观设计产品的设计要点：整体形状；4．最能表明本外观设计设计要点的图片或照片：设计1立体图；5．指定基本设计：设计1。
"
							1125.酒瓶（监原原酒）",外观设计 ,申请(专利权)人： 石文彬 ,分类号： 09-01(10) ,简要说明：1、本外观设计产品的名称：酒瓶（监原原酒）。2、本外观设计产品的用途：本外观设计产品用于盛放酒水。3、本外观设计产品的设计要点：在于产品的形状。4、最能表明本外观设计设计要点的图片或照片：立体图。5、本外观省略视图：仰视图，仰视图无保护特征，故省略。6、本外观设计请求保护包含色彩。
"
							1126.包装瓶（伊能净）",外观设计 ,申请(专利权)人： 厦门惠盈动物药业有限公司 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：包装瓶（伊能净）。2．本外观设计产品的用途：用于盛装产品的包装瓶。3．本外观设计的设计要点：在于产品的形状和图案。4．最能表明设计要点的图片或者照片：立体图。
"
							1127.包装瓶（帕瑞缇芝士型酪乳）",外观设计 ,申请(专利权)人： 内蒙古伊利实业集团股份有限公司 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：包装瓶（帕瑞缇芝士型酪乳）。2．本外观设计产品的用途：用作包装瓶。3．本外观设计的设计要点：设计1的设计要点在于产品的形状和图案的结合，设计2、设计3的设计要点在于产品的形状、图案以及色彩的结合。4．最能表明设计要点的图片或者照片：设计2主视图。5．指定基本设计：设计1。6．设计2、设计3请求保护色彩。
"
							1128.包装瓶（绿色盐场）",外观设计 ,申请(专利权)人： 益盐堂（应城）健康盐制盐有限公司 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：包装瓶（绿色盐场）。2．本外观设计产品的用途：本外观设计产品用于装置食盐。3．本外观设计产品的设计要点：形状、图案与色彩的结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：仰视图无设计要点，省略。6．请求保护的外观设计包含色彩。
"
							1129.化妆品瓶",外观设计 ,申请(专利权)人： 株式会社LG生活健康 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：化妆品瓶。2．本外观设计产品的用途：本外观设计产品用于容纳各种化妆品。3．本外观设计产品的设计要点：外观设计产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1130.包装盒（现代人‑珍品161）",外观设计 ,申请(专利权)人： 四川省宜宾五粮液集团有限公司 ,分类号： 09-03(10) ,简要说明：1．本外观设计产品的名称：包装盒（现代人‑珍品161）。2．本外观设计产品的用途：本外观设计产品用于装商品的盒子。3．本外观设计产品的设计要点：产品的形状、图案和色彩的结合。4．最能表明本外观设计设计要点的图片或照片：主视图。5．请求保护的外观设计包含色彩。
"
							1131.食品包装盒（系列二）",外观设计 ,申请(专利权)人： 河北御芝林生物科技有限公司 ,分类号： 09-03(10) ,简要说明：1．本外观设计产品的名称：食品包装盒（系列二）。2．本外观设计产品的用途：本外观设计产品用于产品的包装。3．本外观设计产品的设计要点：在于包装盒的图案与形状的结合。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							1132.铁路罐箱",外观设计 ,申请(专利权)人： 南通四方罐式储运设备制造有限公司 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：铁路罐箱。2．本外观设计产品的用途：本外观设计产品用于液体的盛放。3．本外观设计产品的设计要点：在于整体外观形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：后视图无设计要点，故省略。
"
							1133.包装袋（水产动物用药品）",外观设计 ,申请(专利权)人： 厦门惠盈动物药业有限公司 ,分类号： 09-05(10) ,简要说明：1．本外观设计产品的名称：包装袋（水产动物用药品）。2．本外观设计产品的用途：用于包装。3．本外观设计的设计要点：在于产品的图案。4．本外观设计产品为平面产品。5．最能表明设计要点的图片或者照片：主视图。
"
							1134.包装包（尤克里里）",外观设计 ,申请(专利权)人： 鹤山市挚雅乐器有限公司 ,分类号： 09-05(10) ,简要说明：1、本外观设计产品设计名称：包装包（尤克里里）；2、本外观设计产品的用途是：用于包装尤克里里；3、本外观设计产品的要点在于：产品的整体形状；4、最能表明设计要点的图片是：立体图。
"
							1135.瓶盖",外观设计 ,申请(专利权)人： 蔚蓝跑道有限责任公司 ,分类号： 09-07(10) ,简要说明：1．本外观设计产品的名称：瓶盖。2．本外观设计产品的用途：本外观设计产品为瓶盖。3．本外观设计产品的设计要点：在于本产品的形状和图案设计。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1136.手珠表",外观设计 ,申请(专利权)人： 林永晖 ,分类号： 10-02(10) ,简要说明：1．本外观设计产品的名称：手珠表。2．本外观设计产品的用途：本外观设计产品用于装饰并显示时间。3．本外观设计产品的设计要点：在于形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：因俯视图不能体现设计要点故省略。
"
							1137.模块化燃气表",外观设计 ,申请(专利权)人： 武汉蓝焰自动化应用技术有限责任公司 ,分类号： 10-02(10) ,简要说明：1．本外观设计产品的名称：模块化燃气表。2．本外观设计产品的用途：本外观设计产品用于燃气表。3．本外观设计产品的设计要点：（1）本外观设计产品的外观设计与现有外观设计产品的外观设计在形状与图案的结合上有明显区别；（2）本外观设计产品的外观设计无色彩要求。4．最能表明本外观设计设计要点的图片或照片：立体图。
